chrom	start	end	sample_name	value
chr1	6200000	6300000	GSM3682181	0.88
chr1	6400000	6500000	GSM3682181	0.89
chr1	6600000	6700000	GSM3682181	0.81
chr1	6700000	6800000	GSM3682181	0.85
chr1	6800000	6900000	GSM3682181	0.81
chr1	6900000	7000000	GSM3682181	0.67
chr1	7000000	7100000	GSM3682181	0.35
chr1	7100000	7200000	GSM3682181	0.52
chr1	7200000	7300000	GSM3682181	0.48
chr1	7300000	7400000	GSM3682181	0.44
chr1	7400000	7500000	GSM3682181	0.58
chr1	7500000	7600000	GSM3682181	0.65
chr1	7600000	7700000	GSM3682181	0.58
chr1	7700000	7800000	GSM3682181	0.63
chr1	7800000	7900000	GSM3682181	0.78
chr1	7900000	8000000	GSM3682181	0.7
chr1	8000000	8100000	GSM3682181	0.75
chr1	8100000	8200000	GSM3682181	1.02
chr1	8200000	8300000	GSM3682181	1.03
chr1	8300000	8400000	GSM3682181	0.59
chr1	8400000	8500000	GSM3682181	0.85
chr1	8500000	8600000	GSM3682181	0.82
chr1	8600000	8700000	GSM3682181	0.87
chr1	8700000	8800000	GSM3682181	0.71
chr1	8800000	8900000	GSM3682181	0.95
chr1	8900000	9000000	GSM3682181	0.94
chr1	9000000	9100000	GSM3682181	0.94
chr1	9200000	9300000	GSM3682181	0.89
chr1	9300000	9400000	GSM3682181	0.85
chr1	9400000	9500000	GSM3682181	0.76
chr1	9500000	9600000	GSM3682181	0.92
chr1	9600000	9700000	GSM3682181	0.97
chr1	9800000	9900000	GSM3682181	0.74
chr1	600000	700000	GSM3682182	0.05
chr1	800000	900000	GSM3682182	0.88
chr1	1500000	1600000	GSM3682182	1.22
chr1	1800000	1900000	GSM3682182	1.19
chr1	1900000	2000000	GSM3682182	0.92
chr1	2100000	2200000	GSM3682182	0.75
chr1	2300000	2400000	GSM3682182	0.91
chr1	3000000	3100000	GSM3682182	0.49
chr1	3300000	3400000	GSM3682182	0.47
chr1	3500000	3600000	GSM3682182	0.79
chr1	3800000	3900000	GSM3682182	0.76
chr1	3900000	4000000	GSM3682182	0.45
chr1	4000000	4100000	GSM3682182	0.34
chr1	4100000	4200000	GSM3682182	0.35
chr1	4200000	4300000	GSM3682182	0.33
chr1	4400000	4500000	GSM3682182	0.29
chr1	4500000	4600000	GSM3682182	0.27
chr1	4600000	4700000	GSM3682182	0.31
chr1	4700000	4800000	GSM3682182	0.31
chr1	4800000	4900000	GSM3682182	0.25
chr1	4900000	5000000	GSM3682182	0.24
chr1	5000000	5100000	GSM3682182	0.15
chr1	5100000	5200000	GSM3682182	0.17
chr1	5200000	5300000	GSM3682182	0.2
chr1	5300000	5400000	GSM3682182	0.27
chr1	5400000	5500000	GSM3682182	0.29
chr1	5500000	5600000	GSM3682182	0.24
chr1	5600000	5700000	GSM3682182	0.3
chr1	5700000	5800000	GSM3682182	0.42
chr1	5800000	5900000	GSM3682182	0.43
chr1	5900000	6000000	GSM3682182	0.66
chr1	6000000	6100000	GSM3682182	0.74
chr1	6100000	6200000	GSM3682182	0.83
chr1	6200000	6300000	GSM3682182	0.94
chr1	6600000	6700000	GSM3682182	0.91
chr1	6700000	6800000	GSM3682182	0.74
chr1	6800000	6900000	GSM3682182	0.84
chr1	6900000	7000000	GSM3682182	0.65
chr1	7000000	7100000	GSM3682182	0.47
chr1	7100000	7200000	GSM3682182	0.59
chr1	7200000	7300000	GSM3682182	0.56
chr1	7300000	7400000	GSM3682182	0.43
chr1	7400000	7500000	GSM3682182	0.53
chr1	7500000	7600000	GSM3682182	0.47
chr1	7700000	7800000	GSM3682182	0.69
chr1	7800000	7900000	GSM3682182	0.74
chr1	7900000	8000000	GSM3682182	0.77
chr1	8000000	8100000	GSM3682182	0.68
chr1	8100000	8200000	GSM3682182	0.78
chr1	8200000	8300000	GSM3682182	0.7
chr1	8300000	8400000	GSM3682182	0.75
chr1	8400000	8500000	GSM3682182	0.75
chr1	8500000	8600000	GSM3682182	0.78
chr1	8600000	8700000	GSM3682182	0.78
chr1	8700000	8800000	GSM3682182	0.86
chr1	8800000	8900000	GSM3682182	0.84
chr1	8900000	9000000	GSM3682182	0.91
chr1	9000000	9100000	GSM3682182	0.94
chr1	9200000	9300000	GSM3682182	0.75
chr1	9300000	9400000	GSM3682182	0.78
chr1	9400000	9500000	GSM3682182	0.87
chr1	9500000	9600000	GSM3682182	0.76
chr1	9600000	9700000	GSM3682182	0.84
chr1	9800000	9900000	GSM3682182	0.68
chr1	800000	900000	GSM3682186	0.71
chr1	1500000	1600000	GSM3682186	1.09
chr1	1800000	1900000	GSM3682186	1.11
chr1	1900000	2000000	GSM3682186	1.15
chr1	2100000	2200000	GSM3682186	0.91
chr1	2300000	2400000	GSM3682186	0.87
chr1	2900000	3000000	GSM3682186	0.71
chr1	3000000	3100000	GSM3682186	0.77
chr1	3300000	3400000	GSM3682186	0.84
chr1	3500000	3600000	GSM3682186	0.91
chr1	3600000	3700000	GSM3682186	0.89
chr1	3800000	3900000	GSM3682186	0.92
chr1	3900000	4000000	GSM3682186	0.6
chr1	4000000	4100000	GSM3682186	0.6
chr1	4100000	4200000	GSM3682186	0.6
chr1	4200000	4300000	GSM3682186	0.46
chr1	4400000	4500000	GSM3682186	0.3
chr1	4500000	4600000	GSM3682186	0.42
chr1	4600000	4700000	GSM3682186	0.55
chr1	4700000	4800000	GSM3682186	0.42
chr1	4800000	4900000	GSM3682186	0.47
chr1	4900000	5000000	GSM3682186	0.43
chr1	5000000	5100000	GSM3682186	0.28
chr1	5100000	5200000	GSM3682186	0.36
chr1	5200000	5300000	GSM3682186	0.34
chr1	5300000	5400000	GSM3682186	0.37
chr1	5400000	5500000	GSM3682186	0.35
chr1	5500000	5600000	GSM3682186	0.31
chr1	5600000	5700000	GSM3682186	0.4
chr1	5700000	5800000	GSM3682186	0.66
chr1	5800000	5900000	GSM3682186	0.57
chr1	5900000	6000000	GSM3682186	0.63
chr1	6000000	6100000	GSM3682186	0.79
chr1	6100000	6200000	GSM3682186	0.74
chr1	6200000	6300000	GSM3682186	0.98
chr1	6600000	6700000	GSM3682186	0.81
chr1	6700000	6800000	GSM3682186	0.81
chr1	6800000	6900000	GSM3682186	0.81
chr1	6900000	7000000	GSM3682186	0.73
chr1	7000000	7100000	GSM3682186	0.52
chr1	7100000	7200000	GSM3682186	0.65
chr1	7200000	7300000	GSM3682186	0.58
chr1	7300000	7400000	GSM3682186	0.47
chr1	7400000	7500000	GSM3682186	0.69
chr1	7500000	7600000	GSM3682186	0.63
chr1	7700000	7800000	GSM3682186	0.69
chr1	7800000	7900000	GSM3682186	0.73
chr1	7900000	8000000	GSM3682186	0.59
chr1	8000000	8100000	GSM3682186	0.55
chr1	8100000	8200000	GSM3682186	0.76
chr1	8200000	8300000	GSM3682186	0.77
chr1	8300000	8400000	GSM3682186	0.72
chr1	8400000	8500000	GSM3682186	0.74
chr1	8500000	8600000	GSM3682186	0.69
chr1	8600000	8700000	GSM3682186	0.59
chr1	8700000	8800000	GSM3682186	0.77
chr1	8800000	8900000	GSM3682186	0.87
chr1	8900000	9000000	GSM3682186	0.84
chr1	9000000	9100000	GSM3682186	0.97
chr1	9200000	9300000	GSM3682186	0.74
chr1	9300000	9400000	GSM3682186	0.93
chr1	9400000	9500000	GSM3682186	0.79
chr1	9500000	9600000	GSM3682186	0.66
chr1	9600000	9700000	GSM3682186	1.05
chr1	9700000	9800000	GSM3682186	0.74
chr1	9800000	9900000	GSM3682186	0.71
chr1	600000	700000	GSM3682188	0.12
chr1	800000	900000	GSM3682188	1.0
chr1	1800000	1900000	GSM3682188	1.14
chr1	1900000	2000000	GSM3682188	0.87
chr1	2100000	2200000	GSM3682188	0.8
chr1	2300000	2400000	GSM3682188	0.94
chr1	2900000	3000000	GSM3682188	0.47
chr1	3000000	3100000	GSM3682188	0.47
chr1	3300000	3400000	GSM3682188	0.39
chr1	3400000	3500000	GSM3682188	0.6
chr1	3500000	3600000	GSM3682188	0.77
chr1	3800000	3900000	GSM3682188	0.9
chr1	3900000	4000000	GSM3682188	0.43
chr1	4000000	4100000	GSM3682188	0.4
chr1	4100000	4200000	GSM3682188	0.25
chr1	4200000	4300000	GSM3682188	0.22
chr1	4400000	4500000	GSM3682188	0.23
chr1	4500000	4600000	GSM3682188	0.18
chr1	4600000	4700000	GSM3682188	0.27
chr1	4700000	4800000	GSM3682188	0.24
chr1	4800000	4900000	GSM3682188	0.25
chr1	4900000	5000000	GSM3682188	0.16
chr1	5000000	5100000	GSM3682188	0.15
chr1	5100000	5200000	GSM3682188	0.12
chr1	5200000	5300000	GSM3682188	0.18
chr1	5300000	5400000	GSM3682188	0.21
chr1	5400000	5500000	GSM3682188	0.32
chr1	5500000	5600000	GSM3682188	0.25
chr1	5600000	5700000	GSM3682188	0.35
chr1	5700000	5800000	GSM3682188	0.39
chr1	5800000	5900000	GSM3682188	0.53
chr1	5900000	6000000	GSM3682188	0.69
chr1	6000000	6100000	GSM3682188	0.7
chr1	6100000	6200000	GSM3682188	0.72
chr1	6200000	6300000	GSM3682188	0.94
chr1	6600000	6700000	GSM3682188	0.87
chr1	6700000	6800000	GSM3682188	0.81
chr1	6800000	6900000	GSM3682188	0.9
chr1	6900000	7000000	GSM3682188	0.68
chr1	7000000	7100000	GSM3682188	0.42
chr1	7100000	7200000	GSM3682188	0.46
chr1	7200000	7300000	GSM3682188	0.44
chr1	7300000	7400000	GSM3682188	0.46
chr1	7400000	7500000	GSM3682188	0.54
chr1	7500000	7600000	GSM3682188	0.49
chr1	7700000	7800000	GSM3682188	0.71
chr1	7800000	7900000	GSM3682188	0.77
chr1	7900000	8000000	GSM3682188	0.78
chr1	8000000	8100000	GSM3682188	0.62
chr1	8100000	8200000	GSM3682188	0.84
chr1	8200000	8300000	GSM3682188	0.73
chr1	8300000	8400000	GSM3682188	0.63
chr1	8400000	8500000	GSM3682188	0.87
chr1	8500000	8600000	GSM3682188	0.98
chr1	8600000	8700000	GSM3682188	0.86
chr1	8700000	8800000	GSM3682188	0.85
chr1	8800000	8900000	GSM3682188	0.86
chr1	8900000	9000000	GSM3682188	0.86
chr1	9000000	9100000	GSM3682188	0.93
chr1	9200000	9300000	GSM3682188	0.73
chr1	9300000	9400000	GSM3682188	0.74
chr1	9400000	9500000	GSM3682188	0.92
chr1	9500000	9600000	GSM3682188	0.81
chr1	9600000	9700000	GSM3682188	1.09
chr1	9800000	9900000	GSM3682188	0.75
chr1	800000	900000	GSM3682189	0.79
chr1	1800000	1900000	GSM3682189	1.11
chr1	1900000	2000000	GSM3682189	1.02
chr1	2100000	2200000	GSM3682189	0.79
chr1	2300000	2400000	GSM3682189	1.04
chr1	3000000	3100000	GSM3682189	0.58
chr1	3300000	3400000	GSM3682189	0.63
chr1	3800000	3900000	GSM3682189	0.79
chr1	3900000	4000000	GSM3682189	0.52
chr1	4000000	4100000	GSM3682189	0.48
chr1	4100000	4200000	GSM3682189	0.36
chr1	4200000	4300000	GSM3682189	0.32
chr1	4400000	4500000	GSM3682189	0.34
chr1	4500000	4600000	GSM3682189	0.4
chr1	4600000	4700000	GSM3682189	0.34
chr1	4700000	4800000	GSM3682189	0.4
chr1	4800000	4900000	GSM3682189	0.37
chr1	4900000	5000000	GSM3682189	0.3
chr1	5000000	5100000	GSM3682189	0.15
chr1	5100000	5200000	GSM3682189	0.18
chr1	5200000	5300000	GSM3682189	0.22
chr1	5300000	5400000	GSM3682189	0.31
chr1	5400000	5500000	GSM3682189	0.37
chr1	5500000	5600000	GSM3682189	0.38
chr1	5600000	5700000	GSM3682189	0.44
chr1	5700000	5800000	GSM3682189	0.53
chr1	5800000	5900000	GSM3682189	0.57
chr1	5900000	6000000	GSM3682189	0.69
chr1	6000000	6100000	GSM3682189	0.8
chr1	6100000	6200000	GSM3682189	0.69
chr1	6200000	6300000	GSM3682189	0.87
chr1	6600000	6700000	GSM3682189	0.78
chr1	6700000	6800000	GSM3682189	0.78
chr1	6800000	6900000	GSM3682189	0.76
chr1	6900000	7000000	GSM3682189	0.67
chr1	7000000	7100000	GSM3682189	0.61
chr1	7100000	7200000	GSM3682189	0.44
chr1	7200000	7300000	GSM3682189	0.54
chr1	7300000	7400000	GSM3682189	0.58
chr1	7400000	7500000	GSM3682189	0.56
chr1	7500000	7600000	GSM3682189	0.56
chr1	7700000	7800000	GSM3682189	0.69
chr1	7800000	7900000	GSM3682189	0.68
chr1	7900000	8000000	GSM3682189	0.64
chr1	8000000	8100000	GSM3682189	0.64
chr1	8100000	8200000	GSM3682189	0.73
chr1	8200000	8300000	GSM3682189	0.78
chr1	8300000	8400000	GSM3682189	0.78
chr1	8400000	8500000	GSM3682189	0.79
chr1	8500000	8600000	GSM3682189	0.82
chr1	8600000	8700000	GSM3682189	0.74
chr1	8700000	8800000	GSM3682189	0.75
chr1	8800000	8900000	GSM3682189	0.79
chr1	8900000	9000000	GSM3682189	0.74
chr1	9000000	9100000	GSM3682189	0.85
chr1	9200000	9300000	GSM3682189	0.82
chr1	9300000	9400000	GSM3682189	0.81
chr1	9400000	9500000	GSM3682189	0.95
chr1	9500000	9600000	GSM3682189	0.74
chr1	9600000	9700000	GSM3682189	1.01
chr1	9800000	9900000	GSM3682189	0.78
chr1	800000	900000	GSM3682190	0.77
chr1	1500000	1600000	GSM3682190	1.25
chr1	1800000	1900000	GSM3682190	1.28
chr1	1900000	2000000	GSM3682190	0.92
chr1	2100000	2200000	GSM3682190	0.9
chr1	2300000	2400000	GSM3682190	0.83
chr1	3000000	3100000	GSM3682190	0.45
chr1	3300000	3400000	GSM3682190	0.32
chr1	3400000	3500000	GSM3682190	0.64
chr1	3500000	3600000	GSM3682190	0.76
chr1	3600000	3700000	GSM3682190	0.95
chr1	3800000	3900000	GSM3682190	0.59
chr1	3900000	4000000	GSM3682190	0.24
chr1	4000000	4100000	GSM3682190	0.14
chr1	4100000	4200000	GSM3682190	0.09
chr1	4200000	4300000	GSM3682190	0.07
chr1	4400000	4500000	GSM3682190	0.08
chr1	4500000	4600000	GSM3682190	0.02
chr1	4600000	4700000	GSM3682190	0.18
chr1	4700000	4800000	GSM3682190	0.05
chr1	4800000	4900000	GSM3682190	0.08
chr1	4900000	5000000	GSM3682190	-0.01
chr1	5000000	5100000	GSM3682190	-0.05
chr1	5100000	5200000	GSM3682190	-0.03
chr1	5200000	5300000	GSM3682190	-0.02
chr1	5300000	5400000	GSM3682190	0.06
chr1	5400000	5500000	GSM3682190	0.08
chr1	5500000	5600000	GSM3682190	0.22
chr1	5600000	5700000	GSM3682190	-0.06
chr1	5700000	5800000	GSM3682190	0.26
chr1	5800000	5900000	GSM3682190	0.33
chr1	5900000	6000000	GSM3682190	0.5
chr1	6000000	6100000	GSM3682190	0.56
chr1	6100000	6200000	GSM3682190	0.84
chr1	6200000	6300000	GSM3682190	1.06
chr1	6600000	6700000	GSM3682190	0.88
chr1	6700000	6800000	GSM3682190	0.73
chr1	6800000	6900000	GSM3682190	0.66
chr1	6900000	7000000	GSM3682190	0.52
chr1	7000000	7100000	GSM3682190	0.48
chr1	7100000	7200000	GSM3682190	0.65
chr1	7200000	7300000	GSM3682190	0.61
chr1	7300000	7400000	GSM3682190	0.28
chr1	7400000	7500000	GSM3682190	0.56
chr1	7500000	7600000	GSM3682190	0.62
chr1	7700000	7800000	GSM3682190	0.66
chr1	7800000	7900000	GSM3682190	0.79
chr1	7900000	8000000	GSM3682190	0.82
chr1	8000000	8100000	GSM3682190	0.65
chr1	8100000	8200000	GSM3682190	0.78
chr1	8200000	8300000	GSM3682190	0.77
chr1	8300000	8400000	GSM3682190	0.82
chr1	8400000	8500000	GSM3682190	0.65
chr1	8500000	8600000	GSM3682190	0.65
chr1	8600000	8700000	GSM3682190	0.56
chr1	8700000	8800000	GSM3682190	0.72
chr1	8800000	8900000	GSM3682190	1.18
chr1	8900000	9000000	GSM3682190	1.06
chr1	9000000	9100000	GSM3682190	0.94
chr1	9200000	9300000	GSM3682190	0.85
chr1	9300000	9400000	GSM3682190	0.88
chr1	9400000	9500000	GSM3682190	1.02
chr1	9500000	9600000	GSM3682190	0.63
chr1	9600000	9700000	GSM3682190	1.08
chr1	9700000	9800000	GSM3682190	0.81
chr1	9800000	9900000	GSM3682190	0.84
chr1	800000	900000	GSM3682191	0.76
chr1	1100000	1200000	GSM3682191	1.32
chr1	1500000	1600000	GSM3682191	1.29
chr1	1800000	1900000	GSM3682191	1.2
chr1	1900000	2000000	GSM3682191	0.86
chr1	2100000	2200000	GSM3682191	0.81
chr1	2200000	2300000	GSM3682191	0.87
chr1	2300000	2400000	GSM3682191	0.82
chr1	2900000	3000000	GSM3682191	0.27
chr1	3000000	3100000	GSM3682191	0.15
chr1	3200000	3300000	GSM3682191	0.29
chr1	3300000	3400000	GSM3682191	0.27
chr1	3400000	3500000	GSM3682191	0.38
chr1	3500000	3600000	GSM3682191	0.38
chr1	3600000	3700000	GSM3682191	0.85
chr1	3700000	3800000	GSM3682191	0.78
chr1	3800000	3900000	GSM3682191	0.47
chr1	3900000	4000000	GSM3682191	0.2
chr1	4000000	4100000	GSM3682191	-0.03
chr1	4100000	4200000	GSM3682191	-0.02
chr1	4200000	4300000	GSM3682191	-0.05
chr1	4400000	4500000	GSM3682191	-0.06
chr1	4500000	4600000	GSM3682191	-0.03
chr1	4600000	4700000	GSM3682191	0.08
chr1	4700000	4800000	GSM3682191	0.06
chr1	4800000	4900000	GSM3682191	0.01
chr1	4900000	5000000	GSM3682191	-0.1
chr1	5000000	5100000	GSM3682191	-0.16
chr1	5100000	5200000	GSM3682191	-0.17
chr1	5200000	5300000	GSM3682191	-0.1
chr1	5300000	5400000	GSM3682191	-0.07
chr1	5400000	5500000	GSM3682191	0.02
chr1	5500000	5600000	GSM3682191	0.01
chr1	5600000	5700000	GSM3682191	0.0
chr1	5700000	5800000	GSM3682191	0.09
chr1	5800000	5900000	GSM3682191	0.44
chr1	5900000	6000000	GSM3682191	0.47
chr1	6000000	6100000	GSM3682191	0.56
chr1	6100000	6200000	GSM3682191	0.51
chr1	6200000	6300000	GSM3682191	0.72
chr1	6300000	6400000	GSM3682191	0.98
chr1	6400000	6500000	GSM3682191	0.89
chr1	6500000	6600000	GSM3682191	1.0
chr1	6600000	6700000	GSM3682191	0.79
chr1	6700000	6800000	GSM3682191	0.62
chr1	6800000	6900000	GSM3682191	0.79
chr1	6900000	7000000	GSM3682191	0.7
chr1	7000000	7100000	GSM3682191	0.46
chr1	7100000	7200000	GSM3682191	0.53
chr1	7200000	7300000	GSM3682191	0.48
chr1	7300000	7400000	GSM3682191	0.4
chr1	7400000	7500000	GSM3682191	0.49
chr1	7500000	7600000	GSM3682191	0.55
chr1	7600000	7700000	GSM3682191	0.62
chr1	7700000	7800000	GSM3682191	0.83
chr1	7800000	7900000	GSM3682191	0.71
chr1	7900000	8000000	GSM3682191	0.61
chr1	8000000	8100000	GSM3682191	0.58
chr1	8100000	8200000	GSM3682191	0.73
chr1	8200000	8300000	GSM3682191	0.8
chr1	8300000	8400000	GSM3682191	0.68
chr1	8400000	8500000	GSM3682191	0.82
chr1	8500000	8600000	GSM3682191	0.89
chr1	8600000	8700000	GSM3682191	0.67
chr1	8700000	8800000	GSM3682191	0.77
chr1	8800000	8900000	GSM3682191	0.87
chr1	8900000	9000000	GSM3682191	0.89
chr1	9000000	9100000	GSM3682191	0.9
chr1	9100000	9200000	GSM3682191	1.09
chr1	9200000	9300000	GSM3682191	0.76
chr1	9300000	9400000	GSM3682191	0.85
chr1	9400000	9500000	GSM3682191	1.02
chr1	9500000	9600000	GSM3682191	0.75
chr1	9600000	9700000	GSM3682191	0.99
chr1	9700000	9800000	GSM3682191	0.78
chr1	9800000	9900000	GSM3682191	0.86
chr1	800000	900000	GSM3682192	0.76
chr1	1100000	1200000	GSM3682192	1.15
chr1	1500000	1600000	GSM3682192	1.23
chr1	1800000	1900000	GSM3682192	0.9
chr1	1900000	2000000	GSM3682192	1.07
chr1	2100000	2200000	GSM3682192	0.87
chr1	2300000	2400000	GSM3682192	0.99
chr1	2900000	3000000	GSM3682192	0.63
chr1	3000000	3100000	GSM3682192	0.81
chr1	3300000	3400000	GSM3682192	0.56
chr1	3400000	3500000	GSM3682192	0.64
chr1	3500000	3600000	GSM3682192	0.68
chr1	3600000	3700000	GSM3682192	0.78
chr1	3700000	3800000	GSM3682192	0.97
chr1	3800000	3900000	GSM3682192	0.76
chr1	3900000	4000000	GSM3682192	0.61
chr1	4000000	4100000	GSM3682192	0.54
chr1	4100000	4200000	GSM3682192	0.28
chr1	4200000	4300000	GSM3682192	0.27
chr1	4400000	4500000	GSM3682192	0.36
chr1	4500000	4600000	GSM3682192	0.35
chr1	4600000	4700000	GSM3682192	0.32
chr1	4700000	4800000	GSM3682192	0.35
chr1	4800000	4900000	GSM3682192	0.33
chr1	4900000	5000000	GSM3682192	0.1
chr1	5000000	5100000	GSM3682192	0.07
chr1	5100000	5200000	GSM3682192	0.13
chr1	5200000	5300000	GSM3682192	0.29
chr1	5300000	5400000	GSM3682192	0.34
chr1	5400000	5500000	GSM3682192	0.32
chr1	5500000	5600000	GSM3682192	0.34
chr1	5600000	5700000	GSM3682192	0.29
chr1	5700000	5800000	GSM3682192	0.38
chr1	5800000	5900000	GSM3682192	0.58
chr1	5900000	6000000	GSM3682192	0.71
chr1	6000000	6100000	GSM3682192	0.78
chr1	6100000	6200000	GSM3682192	0.68
chr1	6200000	6300000	GSM3682192	0.96
chr1	6400000	6500000	GSM3682192	1.17
chr1	6600000	6700000	GSM3682192	0.8
chr1	6700000	6800000	GSM3682192	0.76
chr1	6800000	6900000	GSM3682192	0.75
chr1	6900000	7000000	GSM3682192	0.7
chr1	7000000	7100000	GSM3682192	0.48
chr1	7100000	7200000	GSM3682192	0.72
chr1	7200000	7300000	GSM3682192	0.52
chr1	7300000	7400000	GSM3682192	0.42
chr1	7400000	7500000	GSM3682192	0.69
chr1	7500000	7600000	GSM3682192	0.64
chr1	7700000	7800000	GSM3682192	0.7
chr1	7800000	7900000	GSM3682192	0.72
chr1	7900000	8000000	GSM3682192	0.7
chr1	8000000	8100000	GSM3682192	0.54
chr1	8100000	8200000	GSM3682192	0.75
chr1	8200000	8300000	GSM3682192	0.79
chr1	8300000	8400000	GSM3682192	0.74
chr1	8400000	8500000	GSM3682192	0.66
chr1	8500000	8600000	GSM3682192	0.67
chr1	8600000	8700000	GSM3682192	0.54
chr1	8700000	8800000	GSM3682192	0.66
chr1	8800000	8900000	GSM3682192	0.98
chr1	8900000	9000000	GSM3682192	0.86
chr1	9000000	9100000	GSM3682192	0.94
chr1	9200000	9300000	GSM3682192	0.71
chr1	9300000	9400000	GSM3682192	0.83
chr1	9400000	9500000	GSM3682192	1.02
chr1	9500000	9600000	GSM3682192	0.71
chr1	9600000	9700000	GSM3682192	0.99
chr1	9700000	9800000	GSM3682192	0.73
chr1	9800000	9900000	GSM3682192	0.7
chr1	800000	900000	GSM3682193	0.82
chr1	1500000	1600000	GSM3682193	1.19
chr1	1800000	1900000	GSM3682193	1.09
chr1	1900000	2000000	GSM3682193	0.95
chr1	2100000	2200000	GSM3682193	0.86
chr1	2300000	2400000	GSM3682193	0.82
chr1	2900000	3000000	GSM3682193	0.69
chr1	3000000	3100000	GSM3682193	0.64
chr1	3300000	3400000	GSM3682193	0.58
chr1	3400000	3500000	GSM3682193	0.69
chr1	3500000	3600000	GSM3682193	0.63
chr1	3600000	3700000	GSM3682193	0.91
chr1	3700000	3800000	GSM3682193	0.82
chr1	3800000	3900000	GSM3682193	0.67
chr1	3900000	4000000	GSM3682193	0.46
chr1	4000000	4100000	GSM3682193	0.48
chr1	4100000	4200000	GSM3682193	0.4
chr1	4200000	4300000	GSM3682193	0.28
chr1	4400000	4500000	GSM3682193	0.35
chr1	4500000	4600000	GSM3682193	0.36
chr1	4600000	4700000	GSM3682193	0.33
chr1	4700000	4800000	GSM3682193	0.28
chr1	4800000	4900000	GSM3682193	0.28
chr1	4900000	5000000	GSM3682193	0.19
chr1	5000000	5100000	GSM3682193	0.16
chr1	5100000	5200000	GSM3682193	0.24
chr1	5200000	5300000	GSM3682193	0.17
chr1	5300000	5400000	GSM3682193	0.28
chr1	5400000	5500000	GSM3682193	0.32
chr1	5500000	5600000	GSM3682193	0.38
chr1	5600000	5700000	GSM3682193	0.35
chr1	5700000	5800000	GSM3682193	0.36
chr1	5800000	5900000	GSM3682193	0.6
chr1	5900000	6000000	GSM3682193	0.6
chr1	6000000	6100000	GSM3682193	0.67
chr1	6100000	6200000	GSM3682193	0.75
chr1	6200000	6300000	GSM3682193	1.03
chr1	6400000	6500000	GSM3682193	0.87
chr1	6600000	6700000	GSM3682193	0.82
chr1	6700000	6800000	GSM3682193	0.67
chr1	6800000	6900000	GSM3682193	0.74
chr1	6900000	7000000	GSM3682193	0.68
chr1	7000000	7100000	GSM3682193	0.63
chr1	7100000	7200000	GSM3682193	0.58
chr1	7200000	7300000	GSM3682193	0.55
chr1	7300000	7400000	GSM3682193	0.38
chr1	7400000	7500000	GSM3682193	0.68
chr1	7500000	7600000	GSM3682193	0.68
chr1	7700000	7800000	GSM3682193	0.66
chr1	7800000	7900000	GSM3682193	0.7
chr1	7900000	8000000	GSM3682193	0.71
chr1	8000000	8100000	GSM3682193	0.62
chr1	8100000	8200000	GSM3682193	0.73
chr1	8200000	8300000	GSM3682193	0.77
chr1	8300000	8400000	GSM3682193	0.63
chr1	8400000	8500000	GSM3682193	0.78
chr1	8500000	8600000	GSM3682193	0.84
chr1	8600000	8700000	GSM3682193	0.74
chr1	8700000	8800000	GSM3682193	0.69
chr1	8800000	8900000	GSM3682193	0.96
chr1	8900000	9000000	GSM3682193	0.92
chr1	9000000	9100000	GSM3682193	0.85
chr1	9200000	9300000	GSM3682193	0.79
chr1	9300000	9400000	GSM3682193	0.84
chr1	9400000	9500000	GSM3682193	0.81
chr1	9500000	9600000	GSM3682193	0.71
chr1	9600000	9700000	GSM3682193	0.92
chr1	9800000	9900000	GSM3682193	0.68
chr1	800000	900000	GSM3682194	0.81
chr1	1500000	1600000	GSM3682194	1.17
chr1	1800000	1900000	GSM3682194	1.12
chr1	1900000	2000000	GSM3682194	0.84
chr1	2100000	2200000	GSM3682194	0.82
chr1	2300000	2400000	GSM3682194	1.0
chr1	2900000	3000000	GSM3682194	0.63
chr1	3000000	3100000	GSM3682194	0.54
chr1	3300000	3400000	GSM3682194	0.62
chr1	3400000	3500000	GSM3682194	0.8
chr1	3500000	3600000	GSM3682194	0.64
chr1	3600000	3700000	GSM3682194	1.03
chr1	3700000	3800000	GSM3682194	0.91
chr1	3800000	3900000	GSM3682194	0.75
chr1	3900000	4000000	GSM3682194	0.56
chr1	4000000	4100000	GSM3682194	0.38
chr1	4100000	4200000	GSM3682194	0.35
chr1	4200000	4300000	GSM3682194	0.16
chr1	4400000	4500000	GSM3682194	0.27
chr1	4500000	4600000	GSM3682194	0.36
chr1	4600000	4700000	GSM3682194	0.37
chr1	4700000	4800000	GSM3682194	0.3
chr1	4800000	4900000	GSM3682194	0.36
chr1	4900000	5000000	GSM3682194	0.27
chr1	5000000	5100000	GSM3682194	0.18
chr1	5100000	5200000	GSM3682194	0.17
chr1	5200000	5300000	GSM3682194	0.17
chr1	5300000	5400000	GSM3682194	0.31
chr1	5400000	5500000	GSM3682194	0.38
chr1	5500000	5600000	GSM3682194	0.3
chr1	5600000	5700000	GSM3682194	0.32
chr1	5700000	5800000	GSM3682194	0.33
chr1	5800000	5900000	GSM3682194	0.52
chr1	5900000	6000000	GSM3682194	0.56
chr1	6000000	6100000	GSM3682194	0.67
chr1	6100000	6200000	GSM3682194	0.83
chr1	6200000	6300000	GSM3682194	0.97
chr1	6400000	6500000	GSM3682194	0.83
chr1	6600000	6700000	GSM3682194	0.74
